site_name,date,status,site_total_kwh,incident_id,focus_inverter_name,Symo  Advanced 24.0-3 480 (4) (2344E5)__rated_kw,Symo  Advanced 24.0-3 480 (4) (2344E5)__daily_energy_kwh,Symo  Advanced 24.0-3 480 (4) (2344E5)__specific_yield_kwh_per_kw,Symo  Advanced 24.0-3 480 (4) (2344E5)__relative_specific_yield_vs_site_avg,Symo 24.0-3 480 (1) (ECDEE1)__rated_kw,Symo 24.0-3 480 (1) (ECDEE1)__daily_energy_kwh,Symo 24.0-3 480 (1) (ECDEE1)__specific_yield_kwh_per_kw,Symo 24.0-3 480 (1) (ECDEE1)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (2) (2344D2)__rated_kw,Symo Advanced 24.0-3 480 (2) (2344D2)__daily_energy_kwh,Symo Advanced 24.0-3 480 (2) (2344D2)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (2) (2344D2)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (3) (2344DB)__rated_kw,Symo Advanced 24.0-3 480 (3) (2344DB)__daily_energy_kwh,Symo Advanced 24.0-3 480 (3) (2344DB)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (3) (2344DB)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (5) (2344EE)__rated_kw,Symo Advanced 24.0-3 480 (5) (2344EE)__daily_energy_kwh,Symo Advanced 24.0-3 480 (5) (2344EE)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (5) (2344EE)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (6) (D2487C)__rated_kw,Symo Advanced 24.0-3 480 (6) (D2487C)__daily_energy_kwh,Symo Advanced 24.0-3 480 (6) (D2487C)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (6) (D2487C)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (7) (D3E7E7)__rated_kw,Symo Advanced 24.0-3 480 (7) (D3E7E7)__daily_energy_kwh,Symo Advanced 24.0-3 480 (7) (D3E7E7)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (7) (D3E7E7)__relative_specific_yield_vs_site_avg
G and C farms south meter,2022-12-12,site_missing_data,99.14,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,15.82,0.659167,1.117006,24.0,27.62,1.150833,1.950171,24.0,12.67,0.527917,0.894594,24.0,0.0,0.0,0.0,24.0,12.87,0.53625,0.908715,24.0,17.37,0.72375,1.226447,24.0,12.79,0.532917,0.903066
G and C farms south meter,2022-12-13,site_missing_data,383.32,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,50.98,2.124167,0.930972,24.0,78.93,3.28875,1.441381,24.0,57.56,2.398333,1.051132,24.0,0.0,0.0,0.0,24.0,47.46,1.9775,0.866691,24.0,82.19,3.424583,1.500913,24.0,66.2,2.758333,1.208912
G and C farms south meter,2022-12-14,site_missing_data,63.88,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,9.93,0.41375,1.088134,24.0,10.92,0.455,1.196619,24.0,10.49,0.437083,1.149499,24.0,0.0,0.0,0.0,24.0,10.85,0.452083,1.188948,24.0,11.28,0.47,1.236068,24.0,10.41,0.43375,1.140733
G and C farms south meter,2022-12-15,site_missing_data,410.24,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,50.56,2.106667,0.862715,24.0,81.64,3.401667,1.393038,24.0,85.63,3.567917,1.46112,24.0,0.0,0.0,0.0,24.0,55.84,2.326667,0.952808,24.0,72.61,3.025417,1.238958,24.0,63.96,2.665,1.091361
G and C farms south meter,2022-12-16,site_missing_data,198.75,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,23.65,0.985417,0.832956,24.0,55.54,2.314167,1.956126,24.0,29.9,1.245833,1.053082,24.0,0.0,0.0,0.0,24.0,28.35,1.18125,0.998491,24.0,31.57,1.315417,1.111899,24.0,29.74,1.239167,1.047447
G and C farms south meter,2022-12-17,Normal,102.25,,,24.0,14.69,0.612083,1.005672,24.0,29.88,1.245,2.045575,24.0,18.12,0.755,1.240489,24.0,0.0,0.0,0.0,24.0,14.33,0.597083,0.981027,24.0,14.06,0.585833,0.962543,24.0,11.17,0.465417,0.764694
G and C farms south meter,2022-12-18,Normal,177.74,,,24.0,20.76,0.865,0.817599,24.0,59.58,2.4825,2.346461,24.0,29.45,1.227083,1.15984,24.0,0.0,0.0,0.0,24.0,24.82,1.034167,0.977495,24.0,24.02,1.000833,0.945989,24.0,19.11,0.79625,0.752616
G and C farms south meter,2022-12-19,Normal,105.78,,,24.0,14.0,0.583333,0.926451,24.0,26.98,1.124167,1.785404,24.0,20.88,0.87,1.381736,24.0,0.0,0.0,0.0,24.0,14.56,0.606667,0.963509,24.0,15.65,0.652083,1.03564,24.0,13.71,0.57125,0.90726
G and C farms south meter,,Marker - 0 additional day(s) without incident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G and C farms south meter,2022-12-20,Normal,60.11,,,24.0,8.36,0.348333,0.973548,24.0,17.47,0.727917,2.034437,24.0,8.16,0.34,0.950258,24.0,0.0,0.0,0.0,24.0,8.71,0.362917,1.014307,24.0,9.22,0.384167,1.073698,24.0,8.19,0.34125,0.953751
G and C farms south meter,2022-12-21,Normal,94.97,,,24.0,11.99,0.499583,0.883753,24.0,31.12,1.296667,2.293777,24.0,13.88,0.578333,1.02306,24.0,0.0,0.0,0.0,24.0,13.03,0.542917,0.960409,24.0,13.14,0.5475,0.968516,24.0,11.81,0.492083,0.870485
G and C farms south meter,2022-12-22,Normal,104.37,,,24.0,13.83,0.57625,0.927565,24.0,24.58,1.024167,1.648558,24.0,21.58,0.899167,1.447351,24.0,0.0,0.0,0.0,24.0,16.22,0.675833,1.08786,24.0,14.86,0.619167,0.996647,24.0,13.3,0.554167,0.892019
G and C farms south meter,2022-12-23,Normal,174.72,,,24.0,24.47,1.019583,0.980369,24.0,40.85,1.702083,1.636619,24.0,24.65,1.027083,0.98758,24.0,0.0,0.0,0.0,24.0,26.79,1.11625,1.073317,24.0,28.43,1.184583,1.139022,24.0,29.53,1.230417,1.183093
G and C farms south meter,2022-12-24,multiple_inverter_issues,472.12,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,49.12,2.046667,0.728289,24.0,155.81,6.492083,2.310154,24.0,65.51,2.729583,0.9713,24.0,0.0,0.0,0.0,24.0,58.2,2.425,0.862916,24.0,75.68,3.153333,1.122088,24.0,67.8,2.825,1.005253
G and C farms south meter,2022-12-25,multiple_inverter_issues,507.79,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,16.1,0.670833,0.221942,24.0,209.39,8.724583,2.886489,24.0,74.83,3.117917,1.031548,24.0,0.0,0.0,0.0,24.0,51.85,2.160417,0.714764,24.0,76.99,3.207917,1.061325,24.0,78.63,3.27625,1.083932
G and C farms south meter,2022-12-26,multiple_inverter_issues,217.84,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,15.43,0.642917,0.495823,24.0,46.59,1.94125,1.497108,24.0,35.65,1.485417,1.145566,24.0,0.0,0.0,0.0,24.0,32.2,1.341667,1.034704,24.0,44.27,1.844583,1.422558,24.0,43.7,1.820833,1.404242
G and C farms south meter,2022-12-27,multiple_inverter_issues,82.56,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,7.86,0.3275,0.666424,24.0,16.6,0.691667,1.407461,24.0,12.86,0.535833,1.090359,24.0,0.0,0.0,0.0,24.0,13.0,0.541667,1.102229,24.0,16.43,0.684583,1.393047,24.0,15.81,0.65875,1.34048
G and C farms south meter,2022-12-28,multiple_inverter_issues,72.11,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,5.25,0.21875,0.509638,24.0,23.91,0.99625,2.321037,24.0,13.45,0.560417,1.305644,24.0,0.0,0.0,0.0,24.0,7.7,0.320833,0.747469,24.0,11.54,0.480833,1.120233,24.0,10.26,0.4275,0.995978
G and C farms south meter,2022-12-29,multiple_inverter_issues,261.98,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,14.45,0.602083,0.386098,24.0,102.93,4.28875,2.750248,24.0,36.39,1.51625,0.972326,24.0,0.0,0.0,0.0,24.0,21.65,0.902083,0.578479,24.0,43.21,1.800417,1.154554,24.0,43.35,1.80625,1.158295
G and C farms south meter,2022-12-30,multiple_inverter_issues,421.8,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,32.96,1.373333,0.546989,24.0,163.79,6.824583,2.718184,24.0,57.4,2.391667,0.952584,24.0,0.0,0.0,0.0,24.0,40.96,1.706667,0.679753,24.0,64.83,2.70125,1.075889,24.0,61.86,2.5775,1.0266
G and C farms south meter,2022-12-31,multiple_inverter_issues,365.07,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,35.9,1.495833,0.688361,24.0,98.9,4.120833,1.896349,24.0,62.69,2.612083,1.202043,24.0,0.0,0.0,0.0,24.0,41.76,1.74,0.800723,24.0,64.39,2.682917,1.23464,24.0,61.43,2.559583,1.177884
G and C farms south meter,2023-01-01,multiple_inverter_issues,598.11,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,68.28,2.845,0.799117,24.0,137.05,5.710417,1.603969,24.0,110.15,4.589583,1.289144,24.0,0.0,0.0,0.0,24.0,73.25,3.052083,0.857284,24.0,102.91,4.287917,1.204411,24.0,106.47,4.43625,1.246075
G and C farms south meter,2023-01-02,multiple_inverter_issues,769.86,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,77.84,3.243333,0.707765,24.0,274.01,11.417083,2.491453,24.0,117.21,4.88375,1.065739,24.0,0.0,0.0,0.0,24.0,85.9,3.579167,0.781051,24.0,104.26,4.344167,0.947991,24.0,110.64,4.61,1.006001
G and C farms south meter,2023-01-03,multiple_inverter_issues,642.29,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,78.47,3.269583,0.855206,24.0,139.32,5.805,1.51838,24.0,117.65,4.902083,1.282209,24.0,0.0,0.0,0.0,24.0,91.83,3.82625,1.00081,24.0,104.77,4.365417,1.141836,24.0,110.25,4.59375,1.20156
G and C farms south meter,2023-01-04,multiple_inverter_issues,653.56,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,78.55,3.272917,0.841315,24.0,143.22,5.9675,1.533968,24.0,123.59,5.149583,1.323719,24.0,0.0,0.0,0.0,24.0,92.74,3.864167,0.993298,24.0,105.57,4.39875,1.130715,24.0,109.89,4.57875,1.176985
G and C farms south meter,2023-01-05,multiple_inverter_issues,514.07,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,57.38,2.390833,0.781333,24.0,108.81,4.53375,1.481646,24.0,84.65,3.527083,1.152664,24.0,0.0,0.0,0.0,24.0,79.25,3.302083,1.079133,24.0,91.5,3.8125,1.245939,24.0,92.48,3.853333,1.259284
G and C farms south meter,2023-01-06,multiple_inverter_issues,650.37,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,37.35,1.55625,0.402002,24.0,242.22,10.0925,2.607039,24.0,96.16,4.006667,1.03498,24.0,0.0,0.0,0.0,24.0,82.02,3.4175,0.88279,24.0,95.17,3.965417,1.024325,24.0,97.45,4.060417,1.048864
G and C farms south meter,2023-01-07,multiple_inverter_issues,600.05,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,35.39,1.474583,0.412849,24.0,229.9,9.579167,2.681943,24.0,85.66,3.569167,0.999283,24.0,0.0,0.0,0.0,24.0,66.82,2.784167,0.779502,24.0,90.56,3.773333,1.056445,24.0,91.72,3.821667,1.069978
G and C farms south meter,2023-01-08,multiple_inverter_issues,397.71,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,15.42,0.6425,0.271404,24.0,151.23,6.30125,2.661764,24.0,54.06,2.2525,0.951497,24.0,0.0,0.0,0.0,24.0,45.32,1.888333,0.797667,24.0,65.41,2.725417,1.151266,24.0,66.27,2.76125,1.166403
G and C farms south meter,2023-01-09,multiple_inverter_issues,647.93,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,37.04,1.543333,0.400167,24.0,228.32,9.513333,2.466686,24.0,95.17,3.965417,1.028182,24.0,0.0,0.0,0.0,24.0,81.14,3.380833,0.876607,24.0,102.02,4.250833,1.102187,24.0,104.24,4.343333,1.126171
G and C farms south meter,2023-01-10,multiple_inverter_issues,604.89,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,32.72,1.363333,0.378647,24.0,137.07,5.71125,1.586222,24.0,114.06,4.7525,1.319942,24.0,0.0,0.0,0.0,24.0,102.43,4.267917,1.185356,24.0,107.42,4.475833,1.243102,24.0,111.19,4.632917,1.28673
G and C farms south meter,2023-01-11,multiple_inverter_issues,154.89,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,11.65,0.485417,0.526503,24.0,54.73,2.280417,2.473433,24.0,20.07,0.83625,0.907031,24.0,0.0,0.0,0.0,24.0,18.97,0.790417,0.857318,24.0,24.84,1.035,1.122603,24.0,24.63,1.02625,1.113113
G and C farms south meter,2023-01-12,multiple_inverter_issues,391.63,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,23.52,0.98,0.420397,24.0,88.41,3.68375,1.580242,24.0,64.71,2.69625,1.156627,24.0,0.0,0.0,0.0,24.0,58.26,2.4275,1.04134,24.0,77.44,3.226667,1.384164,24.0,79.29,3.30375,1.417231
G and C farms south meter,2023-01-13,multiple_inverter_issues,90.47,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,5.31,0.22125,0.410854,24.0,20.96,0.873333,1.621753,24.0,16.45,0.685417,1.272798,24.0,0.0,0.0,0.0,24.0,12.59,0.524583,0.974135,24.0,17.64,0.735,1.364872,24.0,17.52,0.73,1.355587
G and C farms south meter,2023-01-14,multiple_inverter_issues,547.24,FRONIUS-e5d4623c-5a06-4b45-b2f0--G002,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,33.77,1.407083,0.431968,24.0,199.0,8.291667,2.545501,24.0,76.24,3.176667,0.975221,24.0,0.0,0.0,0.0,24.0,64.23,2.67625,0.821596,24.0,86.59,3.607917,1.107613,24.0,87.41,3.642083,1.118102
G and C farms south meter,2023-01-15,Normal,158.96,,,24.0,13.13,0.547083,0.578196,24.0,53.04,2.21,2.335682,24.0,20.63,0.859583,0.908468,24.0,0.0,0.0,0.0,24.0,21.03,0.87625,0.926082,24.0,25.89,1.07875,1.140098,24.0,25.24,1.051667,1.111475
G and C farms south meter,,Marker - 0 additional day(s) without incident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G and C farms south meter,2023-01-16,Normal,182.63,,,24.0,18.15,0.75625,0.695669,24.0,36.58,1.524167,1.40207,24.0,28.34,1.180833,1.08624,24.0,0.0,0.0,0.0,24.0,29.06,1.210833,1.113837,24.0,35.58,1.4825,1.363741,24.0,34.92,1.455,1.338444
G and C farms south meter,2023-01-17,Normal,78.03,,,24.0,7.65,0.31875,0.686275,24.0,15.56,0.648333,1.395873,24.0,11.95,0.497917,1.072024,24.0,0.0,0.0,0.0,24.0,12.47,0.519583,1.118672,24.0,15.43,0.642917,1.384211,24.0,14.97,0.62375,1.342945
G and C farms south meter,2023-01-18,site_missing_data,705.98,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,68.41,2.850417,0.678305,24.0,145.81,6.075417,1.445749,24.0,128.84,5.368333,1.277487,24.0,0.0,0.0,0.0,24.0,113.48,4.728333,1.125188,24.0,122.91,5.12125,1.218689,24.0,126.53,5.272083,1.254582
G and C farms south meter,2023-01-19,site_missing_data,610.78,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,58.95,2.45625,0.675612,24.0,121.46,5.060833,1.392023,24.0,107.88,4.495,1.236386,24.0,0.0,0.0,0.0,24.0,97.8,4.075,1.120862,24.0,111.99,4.66625,1.28349,24.0,112.7,4.695833,1.291627
G and C farms south meter,2023-01-20,site_missing_data,502.23,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,42.18,1.7575,0.587898,24.0,109.1,4.545833,1.520618,24.0,82.44,3.435,1.149035,24.0,0.0,0.0,0.0,24.0,72.89,3.037083,1.015929,24.0,97.53,4.06375,1.359357,24.0,98.09,4.087083,1.367162
G and C farms south meter,2023-01-21,site_missing_data,630.83,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,67.95,2.83125,0.754007,24.0,123.27,5.13625,1.367865,24.0,112.62,4.6925,1.249687,24.0,0.0,0.0,0.0,24.0,100.97,4.207083,1.120413,24.0,112.4,4.683333,1.247246,24.0,113.62,4.734167,1.260783
G and C farms south meter,2023-01-22,site_missing_data,124.18,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,12.36,0.515,0.696731,24.0,24.97,1.040417,1.407554,24.0,19.22,0.800833,1.083427,24.0,0.0,0.0,0.0,24.0,19.76,0.823333,1.113867,24.0,24.1,1.004167,1.358512,24.0,23.77,0.990417,1.33991
G and C farms south meter,2023-01-23,site_missing_data,259.51,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,19.94,0.830833,0.53786,24.0,93.17,3.882083,2.513159,24.0,36.05,1.502083,0.97241,24.0,0.0,0.0,0.0,24.0,31.09,1.295417,0.838619,24.0,39.43,1.642917,1.063581,24.0,39.83,1.659583,1.074371
G and C farms south meter,2023-01-24,site_missing_data,169.15,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,14.49,0.60375,0.599645,24.0,56.23,2.342917,2.326988,24.0,21.94,0.914167,0.907952,24.0,0.0,0.0,0.0,24.0,22.41,0.93375,0.927402,24.0,27.19,1.132917,1.125214,24.0,26.89,1.120417,1.112799
G and C farms south meter,2023-01-25,site_missing_data,363.69,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,27.19,1.132917,0.52333,24.0,133.34,5.555833,2.566416,24.0,50.89,2.120417,0.979488,24.0,0.0,0.0,0.0,24.0,44.82,1.8675,0.862658,24.0,53.08,2.211667,1.021639,24.0,54.37,2.265417,1.046468
G and C farms south meter,2023-01-26,site_missing_data,342.34,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,32.55,1.35625,0.665566,24.0,110.62,4.609167,2.261903,24.0,46.89,1.95375,0.958784,24.0,0.0,0.0,0.0,24.0,46.13,1.922083,0.943244,24.0,53.06,2.210833,1.084945,24.0,53.09,2.212083,1.085558
G and C farms south meter,2023-01-27,site_missing_data,120.42,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,3.35,0.139583,0.194735,24.0,29.42,1.225833,1.710181,24.0,18.57,0.77375,1.079472,24.0,0.0,0.0,0.0,24.0,16.97,0.707083,0.986464,24.0,26.01,1.08375,1.511958,24.0,26.1,1.0875,1.51719
G and C farms south meter,2023-01-28,site_missing_data,374.04,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,31.82,1.325833,0.595498,24.0,133.09,5.545417,2.490723,24.0,43.68,1.82,0.817453,24.0,0.0,0.0,0.0,24.0,39.17,1.632083,0.73305,24.0,61.85,2.577083,1.157497,24.0,64.43,2.684583,1.20578
G and C farms south meter,2023-01-29,site_missing_data,483.53,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,30.3,1.2625,0.438649,24.0,178.56,7.44,2.58499,24.0,56.14,2.339167,0.812731,24.0,0.0,0.0,0.0,24.0,55.94,2.330833,0.809836,24.0,82.09,3.420417,1.188406,24.0,80.5,3.354167,1.165388
G and C farms south meter,2023-01-30,site_missing_data,391.26,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,8.96,0.373333,0.160303,24.0,155.14,6.464167,2.775597,24.0,48.63,2.02625,0.870035,24.0,0.0,0.0,0.0,24.0,37.95,1.58125,0.67896,24.0,70.17,2.92375,1.255406,24.0,70.41,2.93375,1.259699
G and C farms south meter,2023-01-31,site_missing_data,349.84,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,19.97,0.832083,0.399583,24.0,80.44,3.351667,1.609536,24.0,50.8,2.116667,1.016465,24.0,0.0,0.0,0.0,24.0,52.38,2.1825,1.048079,24.0,72.85,3.035417,1.457666,24.0,73.4,3.058333,1.468671
G and C farms south meter,2023-02-01,site_missing_data,398.6,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,32.96,1.373333,0.578826,24.0,149.29,6.220417,2.621751,24.0,45.94,1.914167,0.806774,24.0,0.0,0.0,0.0,24.0,41.41,1.725417,0.72722,24.0,64.24,2.676667,1.128149,24.0,64.76,2.698333,1.13728
G and C farms south meter,2023-02-02,site_missing_data,308.37,FRONIUS-e5d4623c-5a06-4b45-b2f0--G003,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,31.15,1.297917,0.707105,24.0,64.03,2.667917,1.453481,24.0,42.84,1.785,0.972468,24.0,0.0,0.0,0.0,24.0,46.92,1.955,1.065084,24.0,61.44,2.56,1.394688,24.0,61.99,2.582917,1.407173
